id,date,likes,reposts,comments,views,text
8266,1683195481,8,2,0,482,"👥 17–19 мая 2023 года состоится VIII международная научно-практическая интернет-конференция «Проблемы экономического роста и устойчивого развития территорий» 
 
📙 VIII международная научно-практическая интернет-конференция является региональной площадкой проведения V международного Московского академического экономического форума (МАЭФ).
❗К участию в конференции приглашаются российские и иностранные ученые, преподаватели, аспиранты, магистранты, бакалавры, работники органов государственной и муниципальной власти. 
❗ Для участия в конференции необходимо до 14 мая 2023 года (включительно) зарегистрироваться и разместить тезисы на сайте конференции (http://econproblem.volnc.ru). Объем тезисов доклада не должен превышать 5 полных страниц.
👉 Координатор мероприятия: Богомолова Алена Андреевна – инженер-исследователь отдела проблем социально-экономического развития и управления в территориальных системах ФГБУН ВолНЦ РАН (e-mail: alyona.bg@mail.ru). 
 
📜 Подробности на сайте: http://www.isert-ran.ru/activity/view?id=8577

#конференция #сотрудничество"
8265,1683195005,18,1,0,413,"🖥 Мастер-класс «Опыт анализа данных и проведения исследований в среде R-Studio» прошел в ВолНЦ РАН
 
📌 28 апреля 2023 года состоялся мастер-класс «Опыт анализа данных и проведения исследований в среде R-Studio» от кандидата экономических наук, старшего научного сотрудника Института социально-экономических и энергетических проблем Севера ФИЦ Коми НЦ УрО РАН Евгения Николаевича Тимушева. 
📌 На мастер-классе были затронуты основные аспекты построения регрессионных моделей в программе R-Studio. Евгений Николаевич объяснил участникам алгоритм работы, назвал основные коды моделирования и привел конкретный пример расчетов для кейса децентрализации регионов Российской Федерации с помощью массива панельных данных.

📜 Подробности на сайте: http://www.isert-ran.ru/activity/view?id=8576

 #сотрудничество #мероприятия"
8264,1683099709,12,0,0,374,"📣 Вышел в свет новый выпуск журнала «Экономические и социальные перемены: факты, тенденции, прогноз» (2/2023). 
 
👉 Читайте в выпуске: 
 
♻Рубрика ""От главного редактора"": 
✅Ильин В.А., Морев М.В.
Непривычная ясность. Россия больше не Запад
http://esc.vscc.ac.ru/article/29591

♻Рубрика ""Региональная экономика""
✅Леонидова Е.Г., Румянцев Н.М.
Сценарное моделирование потребления туристских услуг в России
http://esc.vscc.ac.ru/article/29592

Пьянкова С.Г., Комбаров М.А.
✅Усиление фискальной децентрализации как один из способов ослабления гетерогенности экономического пространства России
http://esc.vscc.ac.ru/article/29593

♻Рубрика ""Научно-технологическое и инновационное развитие""
✅Кузнецова М.Н., Васильева А.С.
Инновационный потенциал регионов Арктической зоны РФ: методика оценки, сравнительный анализ, перспективы развития 
 http://esc.vscc.ac.ru/article/29594

♻Рубрика ""Общественные финансы""
✅Наумов И.В., Седельников В.М.
Прогноз влияния инвестиций на пространственную неоднородность развития отрасли животноводства 
 http://esc.vscc.ac.ru/article/29595

♻Рубрика ""Социальное и экономическое развитие""
✅Ростовская Т.К., Кучмаева О.В., Васильева Е.Н.
Институциональные ресурсы поддержки и развития института студенческой семьи: региональные аспекты 
 http://esc.vscc.ac.ru/article/29598

✅Короленко А.В.
Трансформация системы расселения и её демографические проявления: опыт исследования на региональном и муниципальном уровне 
http://esc.vscc.ac.ru/article/29600
 
✅Абрамова С.Б., Антонова Н.Л.
Вовлечение молодежи в цифровой гражданский активизм: от онлайн-столкновения к участию
http://esc.vscc.ac.ru/article/29601 
 
✅Шматова Ю.Е., Разварина И.Н., Гордиевская А.Н.
Факторы риска здоровью ребенка со стороны родителей (по результатам когортного мониторинга за 25 лет) 
 http://esc.vscc.ac.ru/article/29603
 
♻Рубрика ""Международный опыт""
✅Айтач Дениз, Гергерлиоглу Уфук
Высшее образование: общественное или частное благо? 
 http://esc.vscc.ac.ru/article/29607

✅Йылмаз Экрем, Сенсой Фатма 
Переоценка парадокса Тодаро: расширенный панельный анализ данных по развивающимся странам
 http://esc.vscc.ac.ru/article/29608

♻Рубрика ""Научные рецензии. Отзывы""
✅Леонидова Г.В.
Пути снижения социального неравенства 
 http://esc.vscc.ac.ru/article/29609

Рубрика ""Мониторинг общественного мнения""
✅Морев М.В., Бахвалова И.М.
Мониторинг общественного мнения о состоянии российского общества 
 http://esc.vscc.ac.ru/article/29610

#Научные_журналы #ВолНЦ_РАН #Публикации"
8263,1683093567,13,1,0,430,"♻ Команда ВолНЦ РАН приняла участие в интеллектуальной игре «Экобойня» 
 
✅ 26 апреля в рамках III Международного форума «Экология: город, экономика, люди» в креативном пространстве «Салют, молодежь!» (ул. Ленина, 12) прошла интеллектуальная игра «Экобойня». 
✅ 12 команд боролись за кубок Мэра города, выполненный на предприятии народных художественных промыслов «Надежда». Участники в пяти раундах проверяли свои знания в области экологических проектов города, Вологодской области, а также экологических проблем в мире. 
✅По итогам игры победа досталась команде «Журналисты», а команда Вологодского научного центра РАН уверенно боролась на равных.

#вненаучные_мероприятия

📜 http://www.isert-ran.ru/activity/view?id=8572"
8262,1683091401,10,0,0,346,"📣 Итоги интенсивной образовательной программы «Устойчивое развитие» 
 
👥 С 24 по 28 апреля 2023 года сотрудники нескольких департаментов Администрации города Вологды участвовали в интенсивной образовательной программе «Устойчивое развитие», организуемой Вологодским научным центром РАН. Результатом обучения стала публичная защита социальных проектов по направлениям «Перспективная и достойная работа», «Модель ESG-трансформации города» и «Цифровой город». 

📜 Подробности на сайте: http://www.isert-ran.ru/activity/view?id=8570

#сотрудничество #экология"
8261,1683091069,16,2,0,393,"👥 Научный семинар «Самозанятость в регионе: особенности функционирования и направления регулирования» прошел в ВолНЦ РАН
 
✅ С результатами исследования, посвященного проблемам развития института самозанятости, 26 апреля 2023 года выступил инженер-исследователь лаборатории инновационной экономики отдела проблем научно-технологического развития и экономики знаний Иван Алексеевич Крюков. 
✅ Цель исследования заключалась в изучении регулирования института самозанятости в России на федеральном уровне и в разрезе регионов СЗФО. В докладе были представлены основные подходы к трактовке понятия «самозанятость», а также определены особенности положения самозанятых в нашей стране.

📜 Подробности на сайте: http://www.isert-ran.ru/activity/view?id=8569

#постфактум #семинары"
8259,1682685730,23,0,0,720,"27 апреля 2023 г. состоялось пленарное заседание Международной научно-практической конференции «Экология и общество: баланс интересов»
 
Спикеры отметили готовность власти и жителей Вологды к созданию «умного города», формированию «зеленой» экономики и реализации стратегии «ЭкоВологда-2030». 
Мэр г. Вологды С.А. Воропанов рассказал о достижениях города в экологическом направлении, заметив, что Вологда – первый город, разработавший экологический стандарт на муниципальном уровне. 
 
На пленарном заседании звучали благодарности в адрес администрации города и правительства области за выбранный курс развития. Приглашенные гости города, ученые чл.-корр. РАН, д.э.н. А.Р. Бахтизин, д.э.н. О.В. Кузнецова и д.э.н. С.Н. Растворцева также поблагодарили Вологодский научный центр РАН за плодотворное сотрудничество и оценили высокий уровень активной научной деятельности центра, способствующей грамотной реализации экономической, социально-демографической и экологической региональной политики.

Мероприятие организовано Администрацией города Вологды, Вологодским научным центром РАН, Отделением общественных наук РАН и Вольным экономическим обществом России в рамках III Международного форума «Экология: город, экономика, люди», а также в преддверии празднования 300-летия Российской академии наук и в рамках мероприятий, приуроченных к Десятилетию науки и технологий.

Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8567"
8258,1682684626,18,1,0,495,"Более 100 слушателей собрала лекция главного научного сотрудника ИПРЭ РАН д.э.н. М.Ф. Замятиной в Вологде

По приглашению Вологодского научного центра РАН 26 апреля 2023 года главный научный сотрудник лаборатории комплексного исследования социального и эколого-экономического развития регионов Института проблем региональной экономики РАН д.э.н., проф. Маргарита Федоровна Замятина выступила в Вологодской областной универсальной научной библиотеки им. Бабушкина с публичной лекцией на тему «Современная концепция устойчивого развития на принципах ESG: проблемы и перспективы реализации».

Лекция собрала более 100 заинтересованных слушателей, среди которых научные сотрудники и аспиранты Вологодского научного центра РАН, студенты и преподаватели Вологодского аграрно-экономического колледжа, Северо-Западного института Университета имени Кутафина, представители общественности, гости Вологды. 
 
В своем выступлении д.э.н. М.Ф. Замятина рассказала о федеральных проектах по экологии и биотехнологиям и их реализации в регионах, о ESG-рейтингах в цифрах и «пионерах» ответственного инвестирования на принципах ESG в рамках отраслевого и регионального управления, а также о мировых трендах в области экологии. 

Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8566

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #EGS #устойчивоеразвитие #ВологдаЭкоФорум #публичнаялекция #ВОУНБ"
8257,1682669748,6,0,0,340,
8256,1682658889,5,0,0,329,
8255,1682585133,51,3,0,738,"#Прямосейчас началась Международная научно-практическая конференция «Экология и общество: баланс интересов»

С приветственным словом к участникам обратились председатель Общероссийской общественной организации по охране и защите природных ресурсов «Российское экологическое общество» Р.А. Исмаилов, депутат Законодательного собрания РФ, зам. председателя Комитета Государственной Думы по экологии М.В. Денисова, депутат Государственной Думы Федерального Собрания РФ А.В. Канаев.

Были зачитаны приветственные адреса, которые направили Председатель Комитета Государственной Думы по экологии Д.Н. Кобылкин, заместитель Генерального секретаря Правительства города Интаня (Китай) Чжо Фень.

Представители власти отмечают, что тема устойчивого развития встала в повестку развития Вологды и области. Необходимо проводить конструктивный диалог власти и общества, при реализации проектов - ориентироваться на соблюдение баланса между экономикой и экологией ради блага общества.

На пленарном заседании представлены доклады, посвященные вопросам устойчивого развития регионов, ESG-принципам, концепции «умного города».
С докладами уже выступили мэр г. Вологды С.А. Воропанов, директор по развитию продуктов, цифровых и технологических сервисов АО «НСПК» М.А. Точилова, директор Блока рисков ВЭБ.РФ Н.Г. Сосова, директор ЦЭМИ РАН чл.-корр. РАН, д.э.н. А.Р. Бахтизин, директор ВолНЦ РАН д.э.н. А.А. Шабунова, главный научный сотрудник ИНП РАН д.э.н. О.В. Кузнецова, профессор департамента мировой экономики НИУ ВШЭ С.Н. Растворцева.

Состоялось подписание соглашения города с АО «Национальная система платежных карт» о развитии и популяризации проекта «Карта жителя Вологды».

Конференция организована Администрацией города Вологды, Вологодским научным центром РАН и Вольным экономическим обществом России в рамках III Международного форума «Экология: город, экономика, люди», а также в преддверии празднования 300-летия Российской академии наук и в рамках мероприятий, приуроченных к Десятилетию науки и технологий.

Ссылка на трансляцию: https://www.youtube.com/live/kF4Si2FRD_M?feature=share

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #ВологдаЭкоФорум #десятилетиенауки #Конференция_ВолНЦРАН #ESG #ВО35"
8254,1682508035,27,1,0,668,"#ПрямоСейчас #публичнаялекция #ВОУНБ 
 
В [club18392490|Вологодской областной библиотеке им. И.В. Бабушкина] проходит публичная лекция главного научного сотрудника [club217302170|ИПРЭ РАН] д.э.н. М.Ф. Замятиной «Современная концепция устойчивого развития на принципах ESG: проблемы и перспективы реализации».

С приветственным словом к слушателям обратилась и.о. директора ВолНЦ РАН д.э.н. А.А. Шабунова.

Во второй части встречи старший научный сотрудник [club213119914|ИЭП КНЦ РАН] д.э.н. В.П. Самарина представляет доклад на тему «Арктический поселок горняков как прообраз «умного города».
 
Мероприятие приурочено к Международной научно-практической конференции «Экология и общество: баланс интересов», которую проводит Вологодский научный центр РАН в рамках III Международного форума «Экология: город, экономика, люди», организованного Администрацией города Вологды.

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #EGS #устойчивоеразвитие #ВологдаЭкоФорум"
8253,1682505349,53,6,0,1361,"♻ 24-25 апреля на базе Вологодского научного центра Российской академии наук состоялась олимпиада-конкурс научных работ «БиоЭкоПрорыв-2023» 
 
Событие приурочено к Международной научно-практической конференции «Экология и общество: баланс интересов», которую проводит ВолНЦ РАН в преддверии празднования 300-летия Российской академии наук, в рамках мероприятий, приуроченных к Десятилетию науки и технологий и III Международному форуму «Экология: город, экономика, люди», организованному Администрацией города Вологды. 
 
Мероприятие состояло из двух этапов: олимпиады по биологии и экологии (24 апреля) и защиты научно-исследовательских работ (25 апреля). 
 
Для участия в «БиоЭкоПрорыве-2023» было подано 15 заявок из шести образовательных организаций: МОУ «Средняя общеобразовательная школа № 8» г. Вологды, МОУ «Гимназия №2», МАОУ «Центр образования №42» г. Вологды, Центра развития современных компетенций детей «ДНК им. С.В. Ильюшина», БОУ ВО «Вологодский многопрофильный лицей», МБОУ ВМО «Огарковская средняя школа имени М. Г. Лобытова» и Научно-образовательного центра ВолНЦ РАН. 
 
🏆 О результатах читайте на сайте: http://www.volnc.ru/activity/view?id=8563
 
#ВолНЦРАН #Сотрудничество_ВолНЦРАН #ВологдаЭкоФорум #БиоЭкоПрорыв"
8252,1682342060,17,3,0,531,"ГЛАВНЫЙ НАУЧНЫЙ СОТРУДНИК ИПРЭ РАН М.Ф. ЗАМЯТИНА ВЫСТУПИТ С ПУБЛИЧНОЙ ЛЕКЦИЕЙ В ВОЛОГДЕ 
 
26 апреля 2023 г. по приглашению Вологодского научного центра РАН в Вологде с публичной лекцией на тему «Современная концепция устойчивого развития на принципах ESG: проблемы и перспективы реализации» выступит главный научный сотрудник лаборатории комплексного исследования социального и эколого-экономического развития регионов Института проблем региональной экономики РАН д.э.н., проф. Маргарита Федоровна Замятина. 

Лекция состоится в Большом зале [club18392490|Вологодской областной универсальной научной библиотеки им. Бабушкина] по адресу: ул. Марии Ульяновой, 7. 
Начало в 14:00. 

Подробности на сайте: http://www.vscc.ac.ru/activity/view?id=8542

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #ESG #устойчивоеразвитие #ВОУНБ"
8251,1682340990,58,3,0,1022,"⚡ Обучающаяся Научно-образовательного центра ВолНЦ РАН стала призёром Молодежной площадки «Вырастим будущее»

Подопечная Научно-образовательного центра ВолНЦ РАН, ученица 10 класса [club88336218|Огарковской средней общеобразовательной школы им. М.Г. Лобытова] Ракитина Ирина Сергеевна стала призёром второй степени Молодёжной площадки «Вырастим будущее» с работой «Оценка антибактериальных свойств различных веществ». 

Молодёжная площадка была организована в рамках V Международной конференции «Биотехнологии – драйвер развития территории», прошедшей 20-21 апреля 2023 под эгидой Правительства Вологодской области, Общества биотехнологов России им. Ю.А. Овчинникова и [club4311|Вологодского государственного университета]. 

Научным руководителем участницы выступила научный сотрудник ВолНЦ РАН Рассохина Ирина Игоревна. 

Подробнее на сайте: http://www.vscc.ac.ru/activity/view?id=8541
 
#ВолНЦРАН #НОЦ #Молодежная_площадка35 #биотехнологии #днквогу #ВоГУ"
8248,1682076531,14,2,0,535,"20 апреля 2023 года ведущий научный сотрудник ВолНЦ РАН О. Н. Калачикова приняла онлайн-участие в Белорусско-Российском научном семинаре, организованном совместно Институтом экономики и [club36324332|Институтом социологии] НАН Беларуси

Основной задачей научного семинара было обозначено проведение анализа основных угроз и рисков демографической безопасности Беларуси и России, определение основных направлений модернизации демографической политики, направленной на увеличение рождаемости, снижение смертности, укрепление здоровья населения и стабилизации демографической ситуации как в Беларуси, так и в России. 

К.э.н. Ольга Николаевна Калачикова представила российскую сторону в дискуссии докладом «Внедрение концепции активного долголетия в целях обеспечения демографической безопасности России и Беларуси».

Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8539

#ВолНЦРАН #Исследования_ВолНЦРАН #Сотрудничество_ВолНЦРАН #демография #НАН"
8247,1681992756,17,2,0,591,"🚌 15 апреля 2023 года состоялась организованная экскурсия сотрудников Вологодского научного центра РАН в город Ярославль 
 
В программу было включено посещение [id563785594|Шоколадного дома «Собрание»], обзорная экскурсия по городу Ярославлю и просмотр спектакля «Весы» [club8747935|Российского государственного академического театра драмы имени Фёдора Волкова]. 
 
Благодарим профсоюз ВолНЦ РАН за организацию мероприятия! 
 
👀 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8535 
 
#ВолНЦРАН #профсоюз #экскурсия #вненаучная_деятельность"
8246,1681980004,31,3,0,1278,"Лауреатом заочного этапа ХII Всероссийского конкурса научно-практических и исследовательских работ обучающихся «Лестница наук» стала ученица 11 класса [club88336218|Огарковской средней общеобразовательной школы им. М.Г. Лобытова] Москвина Ольга Евгеньевна с работой «Действие экспериментальных биопрепаратов на рост овощных культур». 

Научным руководителем участницы в рамках деятельности научно-образовательного центра Вологодского научного центра РАН выступила научный сотрудник ВолНЦ РАН Рассохина Ирина Игоревна.

Поздравляем Москвину Ольгу и её научного руководителя Рассохину Ирину Игоревну с заслуженной победой!

Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8534 

#ВолНЦРАН #НОЦ #минпросвещения"
8243,1681907116,31,0,2,767,"🎉 Поздравляем команду от ВолНЦ РАН с отличными результатами в соревнованиях по дартсу на Спартакиаде трудовых коллективов Вологды! 

В рамках [club216091182|Спартакиады трудовых коллективов] 15 апреля 2023 года состоялось Первенство города Вологды по дартсу в [club145754083|Дартс-клубе «GREEN ROOM DARTS»]. 

Всего было заявлено 15 команд, в зачет – 12 команд. 

Сборная Вологодского научного центра РАН заняла 5-е место. 
Научный сотрудник ВолНЦ РАН Рассохина Ирина Игоревна заняла 3-е место в личном первенстве среди женщин.

#ВолНЦРАН #трудовыеколлективы #вненаучная_деятельность"
8242,1681896948,6,0,0,415,"Сотрудник ВолНЦ РАН принял участие в работе Всероссийской научно-практической конференции «Новый экономический миропорядок» 
 
13 апреля 2023 г. состоялась Всероссийская научно-практическая конференция «Новый экономический миропорядок», приуроченная к празднованию 65-летия [club154344601|Факультета международных экономических отношений МГИМО МИД России] при поддержке ГК «Регион». Ученые, эксперты, преподаватели, специалисты-практики и другие участники конференции обсуждали актуальные вопросы современной экономической повестки в условиях глобальной геополитической и геоэкономической нестабильности. 
 
Сотрудник ВолНЦ РАН Николай Олегович Якушев выступил в формате онлайн на заседании секции конференции «Актуальные проблемы учета и статистики в условиях нового экономического миропорядка» с докладом на тему «Оценка высокотехнологичного экспорта в субъектах РФ и предложения по его развитию». Руководители секции и участники отметили актуальность исследования и значительный объем проделанной работы, а также качественный уровень подготовки презентации. 
 
🔍 Подробнее на сайте: http://www.vscc.ac.ru/activity/view?id=8531

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #Исследования_ВолНЦРАН #МГИМО"
8241,1681890124,10,1,0,546,"📗 27 апреля 2023 года Вологодский научный центр РАН проводит Научно-практическую конференцию «Экология и общество: баланс интересов» в рамках III Международного форума «Экология: город, экономика, люди» с участием известных российских ученых 
 
✅ В рамках III Международного форума «Экология: город, экономика, люди», а также в преддверии празднования 300-летия Российской академии наук и в рамках мероприятий, приуроченных к Десятилетию науки и технологий, Вологодский научный центр РАН проводит Научно-практическую конференцию «Экология и общество: баланс интересов», которая станет ключевым мероприятием форума, организованного Администрацией города Вологды. 
Крупные российские ученые, представители органов власти и бизнеса соберутся для обсуждения вопросов, связанных с проблемами экологизации экономики и общества и переходом государства на модель устойчивого развития.

📜 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8530

 #научные_мероприятия #сотрудничество"
8237,1681730376,21,2,3,598,"Подписано соглашение о сотрудничестве между ВолНЦ РАН и ИНП РАН 

📣 10-11 апреля 2023 г. в Москве состоялся очередной совместный научно-практический семинар Института народнохозяйственного прогнозирования РАН и Вологодского научного центра РАН «Российская экономика в новых геополитических условиях: отрасли и регионы», ставший дискуссионной площадкой для обсуждения в очном и онлайн-режиме результатов исследований по проблемам социально-экономического развития российской экономики на фоне усиления санкций со стороны недружественных стран. 

С приветственными словами к участникам семинара обратились директор ИНП РАН член-корреспондент РАН Александр Александрович Широв, научный руководитель ВолНЦ РАН член-корреспондент РАН Владимир Александрович Ильин и и.о. директора ВолНЦ РАН д.э.н. Александра Анатольевна Шабунова. Руководители рассказали об итогах и перспективах научного взаимодействия организаций и подписали соглашение о развитии сотрудничества. 

Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8526 

#ВолНЦРАН #Сотрудничество_ВолНЦРАН #Исследования_ВолНЦРАН #семинары #экономика"
8236,1681474031,18,0,0,528,"👥 Сотрудники ВолНЦ стали экспертами-исследователями конференции лучших практик в сфере общественной заботы «Ближний круг», организованной фондом Тимченко 
 
✅ В конце марта в г. Санкт-Петербурге прошла итоговая конференция программы «Ближний круг» для экспертов и практиков в сфере общественной заботы. Зав. лаб., в.н.с. канд. ист. наук Ю.В. Уханова и с.н.с. канд. экон. наук К.Е. Косыгина принимали участие в мероприятии в качестве экспертов в описании действующих практик общественной заботы о пожилых людях и семьях в сложной жизненной ситуации.

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8524

 #конференции #сотрудничество"
8235,1681467566,25,4,0,598,"🏆 9 апреля 2023 года состоялось профсоюзное мероприятие – посещение развлекательного центра «КУБ». Часть сотрудников играла в лазертаг, другая – выбрала не менее увлекательный вид спортивного досуга – скалодром. Все участники получили массу положительных эмоций, испытали себя в нестандартных условиях. Благодарим администрацию и профсоюз Вологодского научного центра РАН за предоставленную возможность весело и интересно провести выходной день. 
👫 Мероприятие проводилось в рамках социального проекта по развитию корпоративной культуры в ВолНЦ РАН «Живем ЯРКО! Творим ВМЕСТЕ!», который реализуется первичной профсоюзной организацией ФГБУН ВолНЦ РАН при поддержке Правительства Вологодской области.

#Вненаучные_мероприятия"
8234,1681214672,8,0,0,517,"👥 Научный семинар «Особенности и направления экспортной деятельности региона в условиях внешнеэкономических рисков» состоялся в Вологодском научном центре
 
✅ 6 апреля 2023 года прошло заседание постоянно действующего научного семинара «Стратегическое управление и инновационная экономика» в рамках научной школы «Проблемы комплексного исследования региональных экономических и социальных процессов» (руководитель – член-корреспондент РАН, д.э.н., профессор В.А. Ильин). С результатами исследования, посвященного определению особенностей экспортной деятельности региона в условиях внешнеэкономических рисков и разработке предложений по ее развитию, на семинаре выступил научный сотрудник лаборатории инновационной экономики отдела проблем научно-технологического развития и экономики знаний Николай Олегович Якушев.

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8516

#семинары #сотрудничество"
8233,1681133753,18,0,0,620,"🏨 Младший научный сотрудник А.Э. Жданова приняла участие в семинаре по благоустройству городской среды 

💬 4 апреля 2023 года младший научный сотрудник отдела исследования образа и уровня жизни населения Ангелина Эдуардовна Жданова приняла участие в семинаре «Современное мощение. Подходы к проектированию и строительству», который прошел на базе креативной площадки «Салют». Организаторами мероприятия выступили Управление архитектуры Администрации г. Вологды, Фабрика «Готика», компания «Бартекс», Лаборатория развития городской среды г. Вологды, Архитектурно-градостроительный центр г. Вологды. 

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8515

#сотрудничество #ВолНЦ_РАН #городская_среда"
8232,1680868095,14,1,0,520,"✅ С 4 по 14 апреля 2023 года в НИУ ВШЭ (г. Москва) в рамках Десятилетия науки и технологий проходит XXIV Ясинская (Апрельская) международная научная конференция по проблемам развития экономики и общества (https://conf.hse.ru/2023).

✅ Конференция проводится совместно с ведущими российскими корпорациями, исследовательскими и консалтинговыми организациями. 

👥 4 апреля ведущий научный сотрудник к.э.н. О.Н. Калачикова в соавторстве с д.э.н. А.А. Шабуновой представила доклад «Опыт реализации регионального мониторинга демографического развития» на сессии Р-4-4 «Вопросы изучения рождаемости» секции P «Демография и рынки труда».

📃 http://www.vscc.ac.ru/activity/view?id=8514 

#конференции #ВолНЦ_РАН #сотрудничество #ЯМНК #НИУ_ВШЭ"
8231,1680856033,14,8,0,827,"📝 На базе ФГБУН «Вологодский научный центр РАН» состоится олимпиада-конкурс научных работ «БиоЭкоПрорыв-2023»
 
📗 В рамках проведения Российского научного форума «Экология и общество: баланс интересов» на базе ФГБУН «Вологодский научный центр Российской академии наук» состоится олимпиада-конкурс научных работ «БиоЭкоПрорыв-2023» для обучающихся г. Вологды.
 
🌱 Основная цель мероприятия – раскрытие способностей учащихся по биологии и экологии, а также формирование у них интереса к научной деятельности. «БиоЭкоПрорыв-2023» будет проводиться в два этапа: олимпиада и защита научно-исследовательской работы.
 
🌱 Олимпиада по биологии и экологии (1 этап) пройдет 24 апреля 2023 года; защита научно-исследовательской работы (2 этап) состоится 25 апреля 2023 года. Принять участие в мероприятии могут обучающиеся 9–11 классов СОШ, гимназий, лицеев г. Вологды.

🌱 В настоящее время проводится формирование списка участников, и мы с большим удовольствием приглашаем обучающихся Вашего учебного заведения принять участие в «БиоЭкоПрорыве-2023».

💼 Прием заявок участников осуществляется до 10 апреля 2023 года. Заявки для участия в мероприятии необходимо отправить на электронную почту bio@volnc.ru 

🏆 Более подробную информацию можно узнать в Положении и Регламенте олимпиады-конкурса научных работ «БиоЭкоПрорыв-2023». Победители будут награждены призами и дипломами. Все участники получат сертификаты.

#ВолНЦ_РАН #БиоЭкоПрорыв #Анонс #Вологда"
8230,1680781145,24,2,0,622,"👥 5 апреля 2023 года сотрудники редакции и научной библиотеки Вологодского научного центра РАН приняли участие в семинаре «Редакционно-издательское оформление книг и брошюр», проведенном на базе БУК ВО «Вологодская областная универсальная научная библиотека».
 
📕 Спикер мероприятия Л.Н. Солодухина, главный библиограф ВОУНБ, руководитель Вологодской книжной палаты, предоставила всем присутствующим возможность систематизировать, обобщить и углубить знания о нормах и правилах оформления изданий, ответила на вопросы о сложных случаях оформления. В зале была организована выставка справочной литературы по данной теме.
 
👏 Сотрудники отдела выражают благодарность руководству библиотеки и Л.Н. Солодухиной за проведенное мероприятие и надеются на дальнейшее сотрудничество и взаимопомощь.

📃 http://www.vscc.ac.ru/activity/view?id=8507

#ВолНЦ_РАН #сотрудничество #ВОУНБ"
8229,1680780793,16,0,0,513,"📢 31 марта 2023 года прошел Всероссийский семинар-совещание региональных и местных общественных народных советов, в котором принимали участие в.н.с. канд. ист. наук Ю.В. Уханова и с.н.с. канд. экон. наук К.Е. Косыгина.

✅ Всероссийское совещание проводилось Президиумом Организационного комитета Федерального народного совета (ФНС) при участии территориальных общественных народных советов на базе Комитета по региональной политике и местному самоуправлению Государственной Думы Федерального Собрания РФ.

✅ Основная задача совещания – обсуждение текущего положения дел и планов федерального и региональных общественных народных советов по проектной деятельности в 2023 году, подведение итогов 2022 года. Были заслушаны отчеты региональных советов за 2022 год, особое внимание уделено актуальным вопросам, возникшим в деятельности общественных народных советов. В работе совещания приняли участие более 70-ти членов Организационного комитета Федерального народного совета, региональных и местных общественных народных советов из 8 субъектов РФ, включая Луганскую и Донецкую народные республики.

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8508

#ВолНЦ_РАН #сотрудничество #развитие_территорий #социология"
8228,1680699917,24,1,0,517,"💬 Проект сотрудников ВолНЦ РАН «Индустрия грамотности» презентован в числе лучших практик на зональных молодежных обучающих семинарах «Проектный код» 
 
✅ 1 апреля 2023 года на базе Вологодского государственного университета состоялись зональные молодежные обучающие семинары «Проектный код». Старший научный сотрудник к.э.н. Галина Вадимовна Белехова и младший научный сотрудник Ангелина Эдуардовна Жданова представили социальный проект «Серия образовательных треков для молодежи «Индустрия грамотности», руководителем которого является старший научный сотрудник к.э.н. Ксения Евгеньевна Косыгина. Проект сотрудников ВолНЦ РАН «Индустрия грамотности» презентован в числе лучших практик социальных проектов региона.

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8505

 #ВолНЦ #проекты #гранты #Росмолодежь #Проектный_код"
8227,1680699656,21,0,0,534,"💬 Заместитель директора ВолНЦ РАН к.э.н. О.Н. Калачикова приняла участие в Стратегической сессии «Консолидированная стратегия НКО, обеспечивающая положительную демографическую ситуацию в Вологодской области».
 
✅ 29–30 марта 2023 года на площадке ВоГУ состоялась Стратегическая сессия «Консолидированная стратегия НКО, обеспечивающая положительную демографическую ситуацию в Вологодской области». Организаторы мероприятия – ВРОО «Большая семья» и «Мама может» при поддержке Правительства Вологодской области. Целью сессии является объединение представителей разных сфер как граждан России для народосбережения и сохранения регионов.

📃 Подробности читайте на сайте: http://www.vscc.ac.ru/activity/view?id=8506

#демография #народосбережение #сотрудничество_ВолНЦ"
